Sym_88503_c0_g1_i1	Sym_88503_c0_g1
Sym_148805_c3_g1_i1	Sym_148805_c3_g1
Sym_148831_c4_g1_i1	Sym_148831_c4_g1
Sym_148793_c2_g1_i1	Sym_148793_c2_g1
Sym_148790_c2_g6_i1	Sym_148790_c2_g6
Sym_194693_c0_g1_i1	Sym_194693_c0_g1
Sym_194671_c0_g1_i1	Sym_194671_c0_g1
Sym_163169_c0_g1_i1	Sym_163169_c0_g1
Sym_163179_c0_g1_i1	Sym_163179_c0_g1
Sym_163207_c0_g1_i1	Sym_163207_c0_g1
Sym_163176_c0_g1_i1	Sym_163176_c0_g1
Sym_187084_c0_g1_i1	Sym_187084_c0_g1
Sym_187113_c0_g1_i1	Sym_187113_c0_g1
Sym_187128_c0_g1_i1	Sym_187128_c0_g1
Sym_106662_c1_g1_i1	Sym_106662_c1_g1
Sym_106662_c2_g1_i3	Sym_106662_c2_g1
Sym_106727_c0_g1_i5	Sym_106727_c0_g1
Sym_106727_c0_g1_i1	Sym_106727_c0_g1
Sym_106636_c7_g4_i1	Sym_106636_c7_g4
Sym_106636_c4_g1_i1	Sym_106636_c4_g1
Sym_106636_c7_g3_i1	Sym_106636_c7_g3
Sym_106682_c4_g1_i1	Sym_106682_c4_g1
Sym_106694_c0_g1_i1	Sym_106694_c0_g1
Sym_106720_c0_g1_i1	Sym_106720_c0_g1
Sym_106699_c1_g3_i2	Sym_106699_c1_g3
Sym_106699_c1_g2_i1	Sym_106699_c1_g2
Sym_106699_c1_g1_i4	Sym_106699_c1_g1
Sym_106699_c2_g1_i2	Sym_106699_c2_g1
Sym_106715_c6_g13_i1	Sym_106715_c6_g13
Sym_106702_c3_g1_i1	Sym_106702_c3_g1
Sym_106663_c1_g1_i2	Sym_106663_c1_g1
Sym_181561_c0_g1_i1	Sym_181561_c0_g1
Sym_181589_c0_g1_i1	Sym_181589_c0_g1
Sym_181574_c0_g1_i1	Sym_181574_c0_g1
Sym_181559_c0_g1_i1	Sym_181559_c0_g1
Sym_181616_c0_g1_i1	Sym_181616_c0_g1
Sym_181584_c0_g1_i1	Sym_181584_c0_g1
Sym_181548_c0_g1_i1	Sym_181548_c0_g1
Sym_181538_c0_g1_i1	Sym_181538_c0_g1
Sym_181582_c0_g1_i1	Sym_181582_c0_g1
Sym_136672_c1_g3_i2	Sym_136672_c1_g3
Sym_136719_c0_g1_i1	Sym_136719_c0_g1
Sym_136648_c10_g1_i1	Sym_136648_c10_g1
Sym_136647_c1_g1_i1	Sym_136647_c1_g1
Sym_172944_c0_g1_i1	Sym_172944_c0_g1
Sym_172951_c0_g1_i1	Sym_172951_c0_g1
Sym_173028_c0_g1_i1	Sym_173028_c0_g1
Sym_172991_c0_g1_i1	Sym_172991_c0_g1
Sym_172947_c0_g1_i1	Sym_172947_c0_g1
Sym_172970_c0_g1_i1	Sym_172970_c0_g1
Sym_172964_c0_g1_i1	Sym_172964_c0_g1
Sym_173015_c0_g1_i1	Sym_173015_c0_g1
Sym_172972_c0_g1_i1	Sym_172972_c0_g1
Sym_173014_c0_g1_i1	Sym_173014_c0_g1
Sym_172953_c0_g1_i1	Sym_172953_c0_g1
Sym_172953_c0_g1_i3	Sym_172953_c0_g1
Sym_172965_c0_g1_i1	Sym_172965_c0_g1
Sym_172961_c0_g1_i1	Sym_172961_c0_g1
Sym_172945_c0_g1_i1	Sym_172945_c0_g1
Sym_172938_c0_g1_i1	Sym_172938_c0_g1
Sym_173013_c0_g1_i1	Sym_173013_c0_g1
Sym_172958_c0_g1_i1	Sym_172958_c0_g1
Sym_156770_c0_g1_i1	Sym_156770_c0_g1
Sym_156797_c0_g1_i1	Sym_156797_c0_g1
Sym_156757_c0_g1_i1	Sym_156757_c0_g1
Sym_156750_c0_g1_i1	Sym_156750_c0_g1
Sym_156741_c0_g1_i1	Sym_156741_c0_g1
Sym_156761_c0_g1_i1	Sym_156761_c0_g1
Sym_156751_c0_g1_i1	Sym_156751_c0_g1
Sym_156782_c0_g1_i1	Sym_156782_c0_g1
Sym_156806_c0_g1_i1	Sym_156806_c0_g1
Sym_156763_c0_g1_i1	Sym_156763_c0_g1
Sym_156793_c0_g1_i1	Sym_156793_c0_g1
Sym_156815_c0_g1_i1	Sym_156815_c0_g1
Sym_156738_c0_g1_i1	Sym_156738_c0_g1
Sym_156754_c0_g1_i1	Sym_156754_c0_g1
Sym_145786_c0_g1_i1	Sym_145786_c0_g1
Sym_145742_c2_g5_i1	Sym_145742_c2_g5
Sym_145745_c2_g7_i1	Sym_145745_c2_g7
Sym_145783_c0_g1_i1	Sym_145783_c0_g1
Sym_145764_c6_g1_i6	Sym_145764_c6_g1
Sym_145764_c6_g1_i5	Sym_145764_c6_g1
Sym_145764_c6_g1_i2	Sym_145764_c6_g1
Sym_145764_c8_g3_i2	Sym_145764_c8_g3
Sym_122765_c3_g1_i1	Sym_122765_c3_g1
Sym_122784_c1_g1_i1	Sym_122784_c1_g1
Sym_122752_c1_g1_i1	Sym_122752_c1_g1
Sym_122781_c2_g2_i1	Sym_122781_c2_g2
Sym_122819_c6_g1_i1	Sym_122819_c6_g1
Sym_122799_c4_g1_i2	Sym_122799_c4_g1
Sym_122799_c4_g2_i1	Sym_122799_c4_g2
Sym_122811_c5_g1_i2	Sym_122811_c5_g1
Sym_122811_c9_g1_i1	Sym_122811_c9_g1
Sym_122811_c1_g2_i1	Sym_122811_c1_g2
Sym_122796_c0_g1_i1	Sym_122796_c0_g1
Sym_122796_c0_g1_i2	Sym_122796_c0_g1
Sym_122796_c0_g1_i3	Sym_122796_c0_g1
Sym_122796_c0_g2_i1	Sym_122796_c0_g2
Sym_122796_c0_g2_i3	Sym_122796_c0_g2
Sym_122796_c0_g2_i2	Sym_122796_c0_g2
Sym_122791_c2_g1_i1	Sym_122791_c2_g1
Sym_177951_c0_g1_i1	Sym_177951_c0_g1
Sym_178001_c0_g1_i1	Sym_178001_c0_g1
Sym_178017_c0_g1_i1	Sym_178017_c0_g1
Sym_177990_c0_g1_i1	Sym_177990_c0_g1
Sym_177996_c0_g1_i1	Sym_177996_c0_g1
Sym_177950_c0_g1_i1	Sym_177950_c0_g1
Sym_177938_c0_g1_i1	Sym_177938_c0_g1
Sym_177952_c0_g1_i1	Sym_177952_c0_g1
Sym_177970_c0_g1_i1	Sym_177970_c0_g1
Sym_177941_c0_g1_i1	Sym_177941_c0_g1
Sym_177976_c0_g1_i1	Sym_177976_c0_g1
Sym_177988_c0_g1_i1	Sym_177988_c0_g1
Sym_178004_c0_g1_i1	Sym_178004_c0_g1
Sym_177992_c0_g1_i1	Sym_177992_c0_g1
Sym_178023_c0_g1_i1	Sym_178023_c0_g1
Sym_177961_c0_g1_i1	Sym_177961_c0_g1
Sym_178018_c0_g1_i1	Sym_178018_c0_g1
Sym_110969_c3_g1_i1	Sym_110969_c3_g1
Sym_110969_c3_g2_i2	Sym_110969_c3_g2
Sym_110969_c0_g1_i1	Sym_110969_c0_g1
Sym_110978_c3_g1_i1	Sym_110978_c3_g1
Sym_110992_c0_g1_i1	Sym_110992_c0_g1
Sym_110994_c0_g4_i1	Sym_110994_c0_g4
Sym_111012_c0_g1_i4	Sym_111012_c0_g1
Sym_111012_c0_g1_i1	Sym_111012_c0_g1
Sym_111012_c0_g1_i2	Sym_111012_c0_g1
Sym_111012_c0_g1_i3	Sym_111012_c0_g1
Sym_111026_c0_g1_i5	Sym_111026_c0_g1
Sym_140012_c2_g2_i1	Sym_140012_c2_g2
Sym_140012_c2_g1_i3	Sym_140012_c2_g1
Sym_139948_c5_g1_i1	Sym_139948_c5_g1
Sym_139997_c1_g2_i1	Sym_139997_c1_g2
Sym_139997_c1_g2_i4	Sym_139997_c1_g2
Sym_139981_c1_g3_i1	Sym_139981_c1_g3
Sym_139966_c0_g1_i1	Sym_139966_c0_g1
Sym_139943_c5_g5_i1	Sym_139943_c5_g5
Sym_140001_c0_g1_i1	Sym_140001_c0_g1
Sym_183685_c0_g1_i1	Sym_183685_c0_g1
Sym_183682_c0_g1_i1	Sym_183682_c0_g1
Sym_183707_c0_g1_i1	Sym_183707_c0_g1
Sym_183657_c0_g1_i1	Sym_183657_c0_g1
Sym_190966_c0_g1_i1	Sym_190966_c0_g1
Sym_133013_c0_g3_i1	Sym_133013_c0_g3
Sym_157540_c0_g1_i1	Sym_157540_c0_g1
Sym_157581_c0_g1_i1	Sym_157581_c0_g1
Sym_157605_c0_g1_i1	Sym_157605_c0_g1
Sym_157532_c0_g1_i1	Sym_157532_c0_g1
Sym_157541_c0_g1_i1	Sym_157541_c0_g1
Sym_157542_c0_g1_i1	Sym_157542_c0_g1
Sym_157574_c0_g1_i1	Sym_157574_c0_g1
Sym_157618_c0_g1_i1	Sym_157618_c0_g1
Sym_157627_c0_g1_i1	Sym_157627_c0_g1
Sym_157621_c0_g1_i1	Sym_157621_c0_g1
Sym_157593_c0_g1_i1	Sym_157593_c0_g1
Sym_157558_c0_g1_i1	Sym_157558_c0_g1
Sym_157625_c0_g1_i1	Sym_157625_c0_g1
Sym_157600_c0_g1_i1	Sym_157600_c0_g1
Sym_157595_c0_g1_i1	Sym_157595_c0_g1
Sym_157615_c0_g1_i1	Sym_157615_c0_g1
Sym_157546_c0_g1_i1	Sym_157546_c0_g1
Sym_157578_c0_g1_i1	Sym_157578_c0_g1
Sym_157567_c0_g1_i1	Sym_157567_c0_g1
Sym_157544_c0_g1_i1	Sym_157544_c0_g1
Sym_157564_c0_g1_i1	Sym_157564_c0_g1
Sym_157588_c0_g1_i1	Sym_157588_c0_g1
Sym_123588_c0_g1_i1	Sym_123588_c0_g1
Sym_123583_c0_g1_i2	Sym_123583_c0_g1
Sym_123543_c2_g1_i1	Sym_123543_c2_g1
Sym_123629_c3_g1_i1	Sym_123629_c3_g1
Sym_123629_c6_g1_i1	Sym_123629_c6_g1
Sym_176414_c0_g1_i1	Sym_176414_c0_g1
Sym_176416_c0_g1_i1	Sym_176416_c0_g1
Sym_176376_c0_g1_i1	Sym_176376_c0_g1
Sym_176359_c0_g1_i1	Sym_176359_c0_g1
Sym_176367_c0_g1_i1	Sym_176367_c0_g1
Sym_176383_c0_g1_i1	Sym_176383_c0_g1
Sym_176381_c0_g1_i1	Sym_176381_c0_g1
Sym_176335_c0_g1_i1	Sym_176335_c0_g1
Sym_176332_c0_g1_i1	Sym_176332_c0_g1
Sym_176354_c0_g1_i1	Sym_176354_c0_g1
Sym_176429_c0_g1_i1	Sym_176429_c0_g1
Sym_176350_c0_g1_i1	Sym_176350_c0_g1
Sym_176405_c0_g1_i1	Sym_176405_c0_g1
Sym_176407_c0_g1_i1	Sym_176407_c0_g1
Sym_176352_c0_g1_i1	Sym_176352_c0_g1
Sym_147014_c3_g1_i19	Sym_147014_c3_g1
Sym_147014_c3_g1_i21	Sym_147014_c3_g1
Sym_147014_c3_g1_i12	Sym_147014_c3_g1
Sym_147014_c3_g1_i11	Sym_147014_c3_g1
Sym_147014_c3_g1_i9	Sym_147014_c3_g1
Sym_147014_c1_g2_i1	Sym_147014_c1_g2
Sym_147014_c1_g1_i1	Sym_147014_c1_g1
Sym_147029_c0_g2_i2	Sym_147029_c0_g2
Sym_146939_c2_g3_i1	Sym_146939_c2_g3
Sym_146940_c0_g1_i2	Sym_146940_c0_g1
Sym_159842_c0_g1_i1	Sym_159842_c0_g1
Sym_159891_c0_g1_i1	Sym_159891_c0_g1
Sym_159926_c0_g1_i1	Sym_159926_c0_g1
Sym_159881_c0_g1_i1	Sym_159881_c0_g1
Sym_159884_c0_g1_i1	Sym_159884_c0_g1
Sym_159852_c0_g1_i1	Sym_159852_c0_g1
Sym_159858_c0_g1_i1	Sym_159858_c0_g1
Sym_159895_c0_g1_i1	Sym_159895_c0_g1
Sym_159836_c0_g1_i1	Sym_159836_c0_g1
Sym_159838_c0_g1_i1	Sym_159838_c0_g1
Sym_159861_c0_g1_i1	Sym_159861_c0_g1
Sym_122166_c3_g1_i1	Sym_122166_c3_g1
Sym_122145_c2_g2_i1	Sym_122145_c2_g2
Sym_122145_c2_g3_i1	Sym_122145_c2_g3
Sym_122206_c6_g1_i1	Sym_122206_c6_g1
Sym_122230_c0_g1_i1	Sym_122230_c0_g1
Sym_122162_c4_g1_i1	Sym_122162_c4_g1
Sym_122215_c0_g1_i1	Sym_122215_c0_g1
Sym_103720_c5_g7_i3	Sym_103720_c5_g7
Sym_103720_c5_g5_i1	Sym_103720_c5_g5
Sym_103720_c5_g4_i1	Sym_103720_c5_g4
Sym_103720_c5_g1_i1	Sym_103720_c5_g1
Sym_103720_c5_g10_i1	Sym_103720_c5_g10
Sym_103720_c5_g11_i1	Sym_103720_c5_g11
Sym_103643_c3_g1_i1	Sym_103643_c3_g1
Sym_103643_c3_g3_i1	Sym_103643_c3_g3
Sym_103653_c0_g1_i1	Sym_103653_c0_g1
Sym_103653_c0_g1_i2	Sym_103653_c0_g1
Sym_103653_c0_g1_i3	Sym_103653_c0_g1
Sym_103702_c2_g1_i1	Sym_103702_c2_g1
Sym_103679_c5_g1_i1	Sym_103679_c5_g1
Sym_103703_c0_g4_i2	Sym_103703_c0_g4
Sym_103688_c0_g1_i1	Sym_103688_c0_g1
Sym_103688_c0_g1_i2	Sym_103688_c0_g1
Sym_103660_c1_g1_i1	Sym_103660_c1_g1
Sym_103681_c0_g1_i4	Sym_103681_c0_g1
Sym_103681_c0_g1_i1	Sym_103681_c0_g1
Sym_103681_c0_g1_i2	Sym_103681_c0_g1
Sym_103681_c0_g1_i3	Sym_103681_c0_g1
Sym_110747_c1_g5_i2	Sym_110747_c1_g5
Sym_110754_c1_g1_i1	Sym_110754_c1_g1
Sym_110809_c1_g1_i1	Sym_110809_c1_g1
Sym_110827_c3_g3_i1	Sym_110827_c3_g3
Sym_110795_c0_g1_i4	Sym_110795_c0_g1
Sym_110831_c2_g2_i1	Sym_110831_c2_g2
Sym_110786_c7_g1_i1	Sym_110786_c7_g1
Sym_110740_c0_g1_i4	Sym_110740_c0_g1
Sym_110740_c0_g1_i1	Sym_110740_c0_g1
Sym_110740_c0_g1_i3	Sym_110740_c0_g1
Sym_110740_c3_g1_i1	Sym_110740_c3_g1
Sym_119395_c10_g3_i1	Sym_119395_c10_g3
Sym_119395_c10_g2_i1	Sym_119395_c10_g2
Sym_119395_c10_g1_i1	Sym_119395_c10_g1
Sym_119395_c10_g4_i1	Sym_119395_c10_g4
Sym_119382_c7_g1_i1	Sym_119382_c7_g1
Sym_119393_c2_g1_i1	Sym_119393_c2_g1
Sym_119406_c0_g1_i1	Sym_119406_c0_g1
Sym_119406_c0_g1_i2	Sym_119406_c0_g1
Sym_119412_c8_g1_i1	Sym_119412_c8_g1
Sym_119345_c3_g1_i1	Sym_119345_c3_g1
Sym_119345_c1_g1_i1	Sym_119345_c1_g1
Sym_119350_c1_g2_i1	Sym_119350_c1_g2
Sym_119422_c1_g1_i1	Sym_119422_c1_g1
Sym_176248_c0_g1_i1	Sym_176248_c0_g1
Sym_176248_c0_g2_i1	Sym_176248_c0_g2
Sym_176283_c0_g1_i1	Sym_176283_c0_g1
Sym_176291_c0_g1_i1	Sym_176291_c0_g1
Sym_176318_c0_g1_i1	Sym_176318_c0_g1
Sym_176324_c0_g1_i1	Sym_176324_c0_g1
Sym_176252_c0_g1_i1	Sym_176252_c0_g1
Sym_176276_c0_g1_i1	Sym_176276_c0_g1
Sym_176242_c0_g1_i1	Sym_176242_c0_g1
Sym_176310_c0_g1_i1	Sym_176310_c0_g1
Sym_176306_c0_g1_i1	Sym_176306_c0_g1
Sym_176253_c0_g1_i1	Sym_176253_c0_g1
Sym_139462_c3_g1_i1	Sym_139462_c3_g1
Sym_139517_c1_g1_i1	Sym_139517_c1_g1
Sym_139500_c0_g1_i1	Sym_139500_c0_g1
Sym_164694_c0_g1_i1	Sym_164694_c0_g1
Sym_155976_c0_g1_i1	Sym_155976_c0_g1
Sym_155932_c0_g1_i1	Sym_155932_c0_g1
Sym_155965_c0_g1_i1	Sym_155965_c0_g1
Sym_155982_c0_g1_i1	Sym_155982_c0_g1
Sym_155955_c0_g1_i1	Sym_155955_c0_g1
Sym_155977_c0_g1_i1	Sym_155977_c0_g1
Sym_156004_c0_g1_i1	Sym_156004_c0_g1
Sym_155980_c0_g1_i1	Sym_155980_c0_g1
Sym_156013_c0_g1_i1	Sym_156013_c0_g1
Sym_155937_c0_g1_i1	Sym_155937_c0_g1
Sym_156021_c0_g1_i1	Sym_156021_c0_g1
Sym_155973_c0_g1_i1	Sym_155973_c0_g1
Sym_155996_c0_g1_i1	Sym_155996_c0_g1
Sym_156002_c0_g1_i1	Sym_156002_c0_g1
Sym_155985_c0_g1_i1	Sym_155985_c0_g1
Sym_156023_c0_g1_i1	Sym_156023_c0_g1
Sym_155949_c0_g1_i1	Sym_155949_c0_g1
Sym_155960_c0_g1_i1	Sym_155960_c0_g1
Sym_156017_c0_g1_i1	Sym_156017_c0_g1
Sym_155958_c0_g1_i1	Sym_155958_c0_g1
Sym_155994_c0_g1_i1	Sym_155994_c0_g1
Sym_188914_c0_g1_i1	Sym_188914_c0_g1
Sym_139029_c1_g1_i2	Sym_139029_c1_g1
Sym_138988_c3_g1_i1	Sym_138988_c3_g1
Sym_138979_c2_g2_i1	Sym_138979_c2_g2
Sym_138956_c0_g1_i1	Sym_138956_c0_g1
Sym_138956_c0_g2_i1	Sym_138956_c0_g2
Sym_138990_c1_g1_i1	Sym_138990_c1_g1
Sym_138955_c4_g1_i1	Sym_138955_c4_g1
Sym_151893_c1_g1_i1	Sym_151893_c1_g1
Sym_151893_c1_g1_i3	Sym_151893_c1_g1
Sym_151840_c2_g1_i1	Sym_151840_c2_g1
Sym_151846_c3_g1_i1	Sym_151846_c3_g1
Sym_151846_c3_g1_i4	Sym_151846_c3_g1
Sym_151852_c4_g2_i1	Sym_151852_c4_g2
Sym_151852_c4_g7_i1	Sym_151852_c4_g7
Sym_151833_c3_g1_i1	Sym_151833_c3_g1
Sym_151926_c1_g1_i1	Sym_151926_c1_g1
Sym_151868_c0_g2_i1	Sym_151868_c0_g2
Sym_151868_c0_g3_i2	Sym_151868_c0_g3
Sym_151913_c1_g1_i4	Sym_151913_c1_g1
Sym_105749_c8_g1_i5	Sym_105749_c8_g1
Sym_105749_c8_g1_i6	Sym_105749_c8_g1
Sym_105749_c8_g2_i2	Sym_105749_c8_g2
Sym_105815_c5_g2_i3	Sym_105815_c5_g2
Sym_105798_c7_g1_i1	Sym_105798_c7_g1
Sym_105778_c0_g2_i1	Sym_105778_c0_g2
Sym_105778_c2_g7_i1	Sym_105778_c2_g7
Sym_105778_c2_g4_i1	Sym_105778_c2_g4
Sym_105819_c0_g1_i4	Sym_105819_c0_g1
Sym_105819_c0_g1_i6	Sym_105819_c0_g1
Sym_105819_c0_g1_i2	Sym_105819_c0_g1
Sym_105780_c6_g4_i1	Sym_105780_c6_g4
Sym_105785_c4_g1_i1	Sym_105785_c4_g1
Sym_105823_c3_g1_i2	Sym_105823_c3_g1
Sym_105801_c1_g1_i6	Sym_105801_c1_g1
Sym_105387_c2_g1_i2	Sym_105387_c2_g1
Sym_105387_c9_g1_i1	Sym_105387_c9_g1
Sym_105402_c1_g1_i1	Sym_105402_c1_g1
Sym_105348_c0_g1_i1	Sym_105348_c0_g1
Sym_105388_c0_g2_i1	Sym_105388_c0_g2
Sym_105388_c1_g2_i1	Sym_105388_c1_g2
Sym_105388_c1_g1_i2	Sym_105388_c1_g1
Sym_105344_c0_g1_i2	Sym_105344_c0_g1
Sym_105391_c4_g4_i1	Sym_105391_c4_g4
Sym_105371_c1_g1_i1	Sym_105371_c1_g1
Sym_105354_c1_g1_i2	Sym_105354_c1_g1
Sym_105384_c4_g10_i1	Sym_105384_c4_g10
Sym_120080_c2_g1_i1	Sym_120080_c2_g1
Sym_120057_c12_g1_i1	Sym_120057_c12_g1
Sym_120032_c1_g1_i1	Sym_120032_c1_g1
Sym_120119_c3_g2_i2	Sym_120119_c3_g2
Sym_120119_c1_g2_i1	Sym_120119_c1_g2
Sym_120119_c1_g1_i1	Sym_120119_c1_g1
Sym_120098_c0_g1_i1	Sym_120098_c0_g1
Sym_120039_c1_g1_i1	Sym_120039_c1_g1
Sym_120054_c5_g6_i1	Sym_120054_c5_g6
Sym_120054_c5_g1_i1	Sym_120054_c5_g1
Sym_120054_c7_g1_i1	Sym_120054_c7_g1
Sym_120054_c2_g1_i1	Sym_120054_c2_g1
Sym_120054_c5_g2_i2	Sym_120054_c5_g2
Sym_120050_c0_g1_i1	Sym_120050_c0_g1
Sym_120050_c1_g4_i2	Sym_120050_c1_g4
Sym_120131_c1_g1_i2	Sym_120131_c1_g1
Sym_120128_c5_g2_i1	Sym_120128_c5_g2
Sym_136321_c0_g1_i1	Sym_136321_c0_g1
Sym_136327_c3_g1_i3	Sym_136327_c3_g1
Sym_136327_c3_g1_i2	Sym_136327_c3_g1
Sym_136327_c3_g1_i1	Sym_136327_c3_g1
Sym_136293_c0_g2_i1	Sym_136293_c0_g2
Sym_136293_c1_g2_i2	Sym_136293_c1_g2
Sym_136293_c1_g2_i3	Sym_136293_c1_g2
Sym_136271_c0_g1_i1	Sym_136271_c0_g1
Sym_136301_c6_g1_i1	Sym_136301_c6_g1
Sym_136283_c3_g7_i1	Sym_136283_c3_g7
Sym_136283_c3_g6_i1	Sym_136283_c3_g6
Sym_109973_c4_g1_i3	Sym_109973_c4_g1
Sym_109973_c1_g1_i1	Sym_109973_c1_g1
Sym_109973_c6_g3_i1	Sym_109973_c6_g3
Sym_109973_c6_g1_i2	Sym_109973_c6_g1
Sym_110010_c1_g1_i1	Sym_110010_c1_g1
Sym_109997_c2_g1_i2	Sym_109997_c2_g1
Sym_109997_c2_g1_i6	Sym_109997_c2_g1
Sym_109997_c2_g1_i7	Sym_109997_c2_g1
Sym_110026_c0_g1_i1	Sym_110026_c0_g1
Sym_109949_c0_g1_i1	Sym_109949_c0_g1
Sym_109992_c1_g1_i1	Sym_109992_c1_g1
Sym_109958_c0_g1_i1	Sym_109958_c0_g1
Sym_150954_c0_g1_i1	Sym_150954_c0_g1
Sym_151005_c7_g1_i1	Sym_151005_c7_g1
Sym_150967_c3_g1_i1	Sym_150967_c3_g1
Sym_150948_c2_g1_i2	Sym_150948_c2_g1
Sym_150942_c4_g2_i1	Sym_150942_c4_g2
Sym_150936_c1_g1_i15	Sym_150936_c1_g1
Sym_150936_c1_g1_i14	Sym_150936_c1_g1
Sym_150961_c0_g1_i1	Sym_150961_c0_g1
Sym_151017_c1_g1_i1	Sym_151017_c1_g1
Sym_150964_c0_g1_i2	Sym_150964_c0_g1
Sym_150963_c1_g1_i2	Sym_150963_c1_g1
Sym_150995_c2_g2_i1	Sym_150995_c2_g2
Sym_187133_c0_g1_i1	Sym_187133_c0_g1
Sym_187208_c0_g1_i1	Sym_187208_c0_g1
Sym_187222_c0_g1_i1	Sym_187222_c0_g1
Sym_107582_c5_g1_i1	Sym_107582_c5_g1
Sym_107597_c5_g1_i1	Sym_107597_c5_g1
Sym_107539_c5_g1_i1	Sym_107539_c5_g1
Sym_107578_c2_g3_i1	Sym_107578_c2_g3
Sym_107578_c2_g2_i2	Sym_107578_c2_g2
Sym_107578_c2_g2_i5	Sym_107578_c2_g2
Sym_107578_c2_g2_i4	Sym_107578_c2_g2
Sym_107578_c1_g2_i1	Sym_107578_c1_g2
Sym_107578_c2_g1_i1	Sym_107578_c2_g1
Sym_107578_c2_g4_i3	Sym_107578_c2_g4
Sym_107577_c4_g1_i2	Sym_107577_c4_g1
Sym_107577_c6_g1_i1	Sym_107577_c6_g1
Sym_137870_c4_g1_i1	Sym_137870_c4_g1
Sym_137889_c0_g2_i1	Sym_137889_c0_g2
Sym_137889_c0_g2_i3	Sym_137889_c0_g2
Sym_137889_c0_g2_i2	Sym_137889_c0_g2
Sym_137889_c0_g3_i2	Sym_137889_c0_g3
Sym_137889_c0_g3_i1	Sym_137889_c0_g3
Sym_137889_c1_g1_i8	Sym_137889_c1_g1
Sym_137889_c1_g1_i7	Sym_137889_c1_g1
Sym_137889_c1_g1_i1	Sym_137889_c1_g1
Sym_137889_c1_g1_i3	Sym_137889_c1_g1
Sym_137889_c1_g1_i2	Sym_137889_c1_g1
Sym_137833_c2_g1_i1	Sym_137833_c2_g1
Sym_137859_c0_g1_i5	Sym_137859_c0_g1
Sym_137859_c0_g1_i7	Sym_137859_c0_g1
Sym_137859_c0_g1_i2	Sym_137859_c0_g1
Sym_137859_c0_g1_i3	Sym_137859_c0_g1
Sym_137859_c0_g1_i9	Sym_137859_c0_g1
Sym_137859_c0_g1_i20	Sym_137859_c0_g1
Sym_137859_c0_g1_i17	Sym_137859_c0_g1
Sym_137859_c0_g1_i12	Sym_137859_c0_g1
Sym_137859_c0_g1_i11	Sym_137859_c0_g1
Sym_137859_c0_g2_i1	Sym_137859_c0_g2
Sym_137891_c2_g1_i2	Sym_137891_c2_g1
Sym_137891_c2_g1_i1	Sym_137891_c2_g1
Sym_137891_c8_g1_i1	Sym_137891_c8_g1
Sym_137900_c1_g1_i1	Sym_137900_c1_g1
Sym_101901_c1_g1_i1	Sym_101901_c1_g1
Sym_101841_c0_g2_i1	Sym_101841_c0_g2
Sym_101847_c0_g1_i1	Sym_101847_c0_g1
Sym_101928_c0_g2_i3	Sym_101928_c0_g2
Sym_101832_c0_g1_i2	Sym_101832_c0_g1
Sym_101880_c0_g1_i1	Sym_101880_c0_g1
Sym_101912_c0_g1_i1	Sym_101912_c0_g1
Sym_101908_c0_g5_i2	Sym_101908_c0_g5
Sym_101908_c0_g5_i6	Sym_101908_c0_g5
Sym_101908_c0_g3_i4	Sym_101908_c0_g3
Sym_101886_c0_g1_i1	Sym_101886_c0_g1
Sym_101904_c1_g3_i1	Sym_101904_c1_g3
Sym_101904_c1_g2_i1	Sym_101904_c1_g2
Sym_101904_c1_g2_i2	Sym_101904_c1_g2
Sym_101904_c1_g10_i1	Sym_101904_c1_g10
Sym_101904_c1_g7_i3	Sym_101904_c1_g7
Sym_101904_c1_g9_i3	Sym_101904_c1_g9
Sym_101904_c1_g8_i1	Sym_101904_c1_g8
Sym_101920_c0_g1_i1	Sym_101920_c0_g1
Sym_101920_c0_g1_i2	Sym_101920_c0_g1
Sym_101920_c0_g1_i3	Sym_101920_c0_g1
Sym_101900_c0_g2_i1	Sym_101900_c0_g2
Sym_101900_c0_g3_i1	Sym_101900_c0_g3
Sym_101851_c0_g1_i5	Sym_101851_c0_g1
Sym_101846_c0_g2_i2	Sym_101846_c0_g2
Sym_101876_c0_g1_i1	Sym_101876_c0_g1
Sym_101876_c0_g1_i2	Sym_101876_c0_g1
Sym_142583_c0_g1_i1	Sym_142583_c0_g1
Sym_142566_c0_g1_i1	Sym_142566_c0_g1
Sym_142615_c0_g3_i1	Sym_142615_c0_g3
Sym_142573_c0_g2_i2	Sym_142573_c0_g2
Sym_142571_c4_g5_i2	Sym_142571_c4_g5
Sym_142598_c3_g1_i1	Sym_142598_c3_g1
Sym_142598_c3_g3_i1	Sym_142598_c3_g3
Sym_142598_c3_g5_i1	Sym_142598_c3_g5
Sym_142598_c3_g4_i1	Sym_142598_c3_g4
Sym_142555_c1_g1_i3	Sym_142555_c1_g1
Sym_105922_c6_g2_i2	Sym_105922_c6_g2
Sym_105922_c6_g1_i1	Sym_105922_c6_g1
Sym_105879_c3_g5_i1	Sym_105879_c3_g5
Sym_105881_c1_g3_i1	Sym_105881_c1_g3
Sym_105881_c1_g2_i1	Sym_105881_c1_g2
Sym_105847_c0_g1_i1	Sym_105847_c0_g1
Sym_105860_c1_g1_i1	Sym_105860_c1_g1
Sym_105836_c3_g1_i1	Sym_105836_c3_g1
Sym_105884_c2_g4_i1	Sym_105884_c2_g4
